,Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
474,474,33,male,2,own,little,moderate,1245,18,radio/TV,Bad
475,475,26,female,2,rent,little,little,3114,18,furniture/equipment,Bad
476,476,24,male,2,own,quite rich,,2569,39,car,Good
477,477,25,male,2,own,little,rich,5152,24,radio/TV,Good
478,478,39,male,1,own,moderate,moderate,1037,12,business,Good
479,479,44,male,2,own,little,little,1478,15,furniture/equipment,Good
480,480,23,female,1,own,little,moderate,3573,12,radio/TV,Good
481,481,26,male,2,own,little,moderate,1201,24,car,Good
482,482,57,female,2,rent,rich,little,3622,30,furniture/equipment,Good
483,483,30,female,2,own,rich,,960,15,furniture/equipment,Good
484,484,44,male,2,own,quite rich,,1163,12,car,Good
485,485,47,male,3,own,little,moderate,1209,6,car,Bad
486,486,52,male,2,own,little,,3077,12,radio/TV,Good
487,487,62,female,2,free,little,,3757,24,car,Good
488,488,35,male,1,rent,moderate,,1418,10,car,Good
489,489,26,male,2,rent,little,,3518,6,car,Good
490,490,26,male,2,own,little,,1934,12,radio/TV,Good
491,491,42,female,3,free,little,moderate,8318,27,business,Bad
492,492,27,female,2,own,moderate,,1237,6,radio/TV,Good
493,493,38,male,2,own,,moderate,368,6,radio/TV,Good
494,494,39,male,1,rent,little,little,2122,12,car,Good
495,495,20,male,2,own,,little,2996,24,furniture/equipment,Bad
496,496,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,Bad
497,497,40,male,2,own,little,,1585,24,furniture/equipment,Good
498,498,32,male,1,own,little,moderate,1301,18,radio/TV,Good
499,499,28,male,2,own,moderate,rich,1323,6,car,Good
500,500,27,female,2,own,little,little,3123,24,car,Bad
501,501,42,male,2,free,little,little,5493,36,car,Good
502,502,49,male,2,own,moderate,rich,1126,9,radio/TV,Good
503,503,38,male,2,own,moderate,moderate,1216,24,radio/TV,Bad
504,504,24,female,2,rent,little,little,1207,24,car,Bad
505,505,27,male,1,own,,,1309,10,car,Bad
506,506,36,male,2,own,quite rich,rich,2360,15,car,Good
507,507,34,male,3,own,moderate,moderate,6850,15,car,Bad
508,508,28,male,2,own,little,,1413,24,radio/TV,Good
509,509,45,male,3,own,moderate,,8588,39,car,Good
510,510,26,male,2,own,little,little,759,12,car,Bad
511,511,32,male,3,free,little,,4686,36,car,Good
512,512,26,male,2,rent,little,rich,2687,15,business,Good
513,513,20,male,2,rent,little,moderate,585,12,radio/TV,Good
514,514,54,male,2,own,,,2255,24,car,Good
515,515,37,female,2,own,little,little,609,6,car,Good
516,516,40,male,1,own,little,little,1361,6,car,Good
517,517,23,female,2,rent,little,,7127,36,furniture/equipment,Bad
518,518,43,male,2,own,moderate,little,1203,6,car,Good
519,519,36,male,2,free,,,700,6,radio/TV,Good
520,520,44,male,2,free,little,,5507,24,repairs,Good
521,521,24,female,2,own,little,little,3190,18,radio/TV,Bad
522,522,53,male,2,free,little,little,7119,48,furniture/equipment,Bad
523,523,23,female,2,own,moderate,,3488,24,car,Good
524,524,26,female,1,own,little,moderate,1113,18,radio/TV,Good
525,525,30,male,2,own,little,moderate,7966,26,car,Good
526,526,31,female,2,own,moderate,,1532,15,education,Good
527,527,42,male,1,own,little,,1503,4,radio/TV,Good
528,528,31,male,2,rent,little,little,2302,36,radio/TV,Bad
529,529,41,male,1,own,little,little,662,6,car,Good
530,530,32,male,2,own,little,moderate,2273,36,education,Good
531,531,28,female,2,rent,moderate,moderate,2631,15,car,Bad
532,532,41,male,2,rent,little,,1503,12,car,Good
533,533,26,male,2,own,moderate,,1311,24,radio/TV,Good
534,534,25,male,2,own,,,3105,24,radio/TV,Good
535,535,33,male,2,rent,little,rich,2319,21,education,Bad
536,536,75,female,3,own,,little,1374,6,car,Good
537,537,37,female,2,own,little,moderate,3612,18,furniture/equipment,Good
538,538,42,male,3,free,little,little,7763,48,car,Bad
539,539,45,female,1,own,little,rich,3049,18,furniture/equipment,Good
540,540,23,male,2,rent,little,moderate,1534,12,radio/TV,Bad
541,541,60,male,2,free,little,,2032,24,car,Good
542,542,31,male,2,own,,little,6350,30,furniture/equipment,Bad
543,543,34,male,1,own,little,rich,2864,18,furniture/equipment,Bad
544,544,61,male,1,own,little,,1255,12,car,Good
545,545,43,male,2,free,little,little,1333,24,car,Bad
546,546,37,female,2,own,little,,2022,24,car,Good
547,547,32,male,2,own,little,,1552,24,radio/TV,Good
548,548,24,female,1,own,little,little,626,12,radio/TV,Bad
549,549,35,male,2,free,,,8858,48,car,Good
550,550,23,female,2,own,,,996,12,repairs,Good
551,551,45,male,1,own,quite rich,,1750,6,radio/TV,Good
552,552,34,male,2,own,little,little,6999,48,radio/TV,Bad
553,553,27,male,2,own,moderate,moderate,1995,12,car,Good
554,554,67,female,3,own,little,moderate,1199,9,education,Good
555,555,22,male,2,own,little,moderate,1331,12,radio/TV,Bad
556,556,28,female,2,own,moderate,moderate,2278,18,car,Bad
557,557,29,female,2,own,,,5003,21,car,Bad
558,558,27,male,2,own,little,little,3552,24,furniture/equipment,Bad
559,559,31,male,1,own,little,moderate,1928,18,furniture/equipment,Bad
560,560,49,male,2,free,,little,2964,24,car,Good
561,561,24,male,1,rent,little,little,1546,24,radio/TV,Bad
562,562,29,female,2,own,little,rich,683,6,radio/TV,Good
563,563,37,male,2,free,,moderate,12389,36,car,Bad
564,564,37,male,3,own,,moderate,4712,24,business,Good
565,565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,Good
566,566,36,male,2,own,little,little,1372,12,car,Bad
567,567,34,male,2,own,rich,,2578,24,radio/TV,Good
568,568,41,male,2,own,,moderate,3979,48,radio/TV,Good
569,569,31,female,2,own,little,little,6758,48,radio/TV,Bad
570,570,23,female,1,rent,little,little,3234,24,furniture/equipment,Bad
571,571,38,male,2,own,little,,5954,30,radio/TV,Good
572,572,26,female,3,rent,,,5433,24,car,Good
573,573,22,female,1,own,little,little,806,15,business,Good
574,574,27,male,1,own,little,moderate,1082,9,radio/TV,Good
575,575,24,female,2,own,little,,2788,15,furniture/equipment,Good
576,576,27,female,2,own,little,moderate,2930,12,radio/TV,Good
577,577,33,female,2,own,,,1927,24,education,Good
578,578,27,male,2,own,little,moderate,2820,36,car,Bad
579,579,27,male,1,own,little,,937,24,education,Good
580,580,30,male,2,own,little,moderate,1056,18,car,Bad
581,581,49,male,1,own,little,moderate,3124,12,car,Good
582,582,26,female,2,rent,little,,1388,9,furniture/equipment,Good
583,583,33,male,1,rent,little,moderate,2384,36,repairs,Bad
584,584,52,female,3,free,,,2133,12,car,Good
585,585,20,female,2,rent,little,little,2039,18,furniture/equipment,Bad
586,586,36,male,2,rent,little,little,2799,9,car,Good
587,587,21,male,1,own,little,little,1289,12,furniture/equipment,Good
588,588,47,male,1,own,little,little,1217,18,domestic appliances,Bad
589,589,60,male,2,own,little,little,2246,12,furniture/equipment,Bad
590,590,58,female,1,own,little,little,385,12,radio/TV,Good
591,591,42,female,2,rent,,moderate,1965,24,car,Good
592,592,36,female,1,own,rich,,1572,21,business,Good
593,593,20,female,1,rent,little,moderate,2718,24,car,Bad
594,594,40,male,3,own,,little,1358,24,vacation/others,Bad
595,595,32,female,1,own,moderate,moderate,931,6,car,Bad
596,596,23,female,2,rent,little,little,1442,24,car,Bad
597,597,36,male,1,own,little,moderate,4241,24,business,Bad
598,598,31,male,2,own,little,,2775,18,car,Bad
599,599,32,male,2,free,little,,3863,24,business,Good
600,600,45,female,2,own,little,moderate,2329,7,radio/TV,Good
601,601,30,female,2,own,little,moderate,918,9,furniture/equipment,Bad
602,602,34,female,1,free,little,moderate,1837,24,education,Bad
603,603,28,female,3,own,little,,3349,36,furniture/equipment,Bad
604,604,23,female,2,own,little,rich,1275,10,furniture/equipment,Good
605,605,22,male,2,own,quite rich,little,2828,24,furniture/equipment,Good
606,606,74,male,3,own,little,,4526,24,business,Good
607,607,50,female,2,free,moderate,moderate,2671,36,radio/TV,Bad
608,608,33,male,2,own,little,,2051,18,radio/TV,Good
609,609,45,male,2,free,,,1300,15,car,Good
610,610,22,female,2,own,moderate,little,741,12,domestic appliances,Bad
611,611,48,female,1,free,moderate,rich,1240,10,car,Bad
612,612,29,female,2,own,rich,little,3357,21,radio/TV,Good
613,613,22,female,2,rent,little,little,3632,24,car,Good
614,614,22,female,2,own,little,,1808,18,furniture/equipment,Bad
615,615,48,male,3,own,,moderate,12204,48,business,Good
616,616,27,male,3,free,,moderate,9157,60,radio/TV,Good
617,617,37,male,2,rent,little,little,3676,6,car,Good
618,618,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,Bad
619,619,49,male,1,own,little,,640,12,car,Good
620,620,27,male,2,own,little,moderate,3652,21,business,Good
621,621,32,male,2,own,little,,1530,18,car,Bad
622,622,38,male,2,own,,,3914,48,business,Bad
623,623,22,female,2,rent,little,little,1858,12,furniture/equipment,Good
624,624,65,male,2,free,little,little,2600,18,radio/TV,Bad
625,625,35,male,2,own,,,1979,15,radio/TV,Good
626,626,41,male,2,own,little,rich,2116,6,furniture/equipment,Good
627,627,29,male,2,own,moderate,moderate,1437,9,car,Bad
628,628,36,male,2,own,quite rich,,4042,42,furniture/equipment,Good
629,629,64,male,1,own,,,3832,9,education,Good
630,630,28,female,2,own,little,little,3660,24,radio/TV,Good
631,631,44,male,2,own,little,little,1553,18,furniture/equipment,Bad
632,632,23,male,2,own,,moderate,1444,15,radio/TV,Good
633,633,19,female,2,rent,little,,1980,9,furniture/equipment,Bad
634,634,25,female,1,own,little,moderate,1355,24,car,Bad
635,635,47,male,2,own,little,,1393,12,education,Good
636,636,28,female,2,own,quite rich,,1376,24,radio/TV,Good
637,637,21,male,2,own,little,,15653,60,radio/TV,Good
638,638,34,female,2,own,little,,1493,12,radio/TV,Good
639,639,26,male,2,own,little,little,4370,42,radio/TV,Bad
640,640,27,female,0,own,little,little,750,18,education,Bad
641,641,38,male,1,own,little,moderate,1308,15,repairs,Good
642,642,40,male,3,own,moderate,,4623,15,education,Bad
643,643,33,male,2,own,little,,1851,24,radio/TV,Good
644,644,32,male,3,own,little,little,1880,18,radio/TV,Good
645,645,27,male,2,rent,,,7980,36,business,Bad
646,646,32,male,2,own,little,little,4583,30,furniture/equipment,Good
647,647,26,female,2,own,quite rich,,1386,12,car,Bad
648,648,38,male,2,free,little,rich,947,24,car,Bad
649,649,40,male,1,rent,little,little,684,12,education,Bad
650,650,50,male,3,free,little,little,7476,48,education,Good
651,651,37,male,1,own,little,moderate,1922,12,furniture/equipment,Bad
652,652,45,male,2,own,little,little,2303,24,car,Bad
653,653,42,male,3,own,moderate,moderate,8086,36,car,Bad
654,654,35,male,2,own,little,,2346,24,car,Good
655,655,22,male,2,free,little,little,3973,14,car,Good
656,656,41,male,1,own,little,moderate,888,12,car,Bad
657,657,37,male,2,own,,,10222,48,radio/TV,Good
658,658,28,female,2,own,little,moderate,4221,30,business,Good
659,659,41,male,2,own,little,moderate,6361,18,furniture/equipment,Good
660,660,23,male,2,rent,little,rich,1297,12,radio/TV,Good
661,661,23,male,2,own,,little,900,12,car,Bad
662,662,50,male,2,own,little,,2241,21,furniture/equipment,Good
663,663,35,male,3,own,little,moderate,1050,6,furniture/equipment,Good
664,664,50,female,1,own,little,rich,1047,6,education,Good
665,665,27,male,3,own,little,,6314,24,vacation/others,Good
666,666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,Good
667,667,27,female,2,own,little,,3609,48,business,Good
668,668,43,male,2,rent,little,little,4843,12,car,Bad
669,669,47,male,2,own,little,rich,3017,30,radio/TV,Good
670,670,27,male,1,own,moderate,,4139,24,business,Good
671,671,31,male,2,own,moderate,,5742,36,business,Good
672,672,42,male,3,own,little,,10366,60,car,Good
673,673,24,male,2,own,quite rich,,2080,6,car,Good
674,674,41,male,1,own,quite rich,,2580,21,business,Bad
675,675,26,female,3,rent,little,,4530,30,radio/TV,Good
676,676,33,male,2,own,little,,5150,24,furniture/equipment,Good
677,677,24,male,2,own,moderate,moderate,5595,72,radio/TV,Bad
678,678,64,male,1,rent,little,little,2384,24,radio/TV,Good
679,679,26,female,2,own,little,,1453,18,radio/TV,Good
680,680,56,female,2,own,little,,1538,6,education,Good
681,681,37,male,2,free,,,2279,12,radio/TV,Good
682,682,33,male,2,own,little,,1478,15,radio/TV,Good
683,683,47,male,2,free,little,,5103,24,radio/TV,Good
684,684,31,male,1,own,moderate,moderate,9857,36,business,Good
685,685,34,male,2,free,,,6527,60,car,Good
686,686,27,male,2,own,,rich,1347,10,radio/TV,Good
687,687,30,male,2,free,moderate,moderate,2862,36,car,Good
688,688,35,male,2,own,moderate,,2753,9,radio/TV,Good
689,689,31,male,2,own,rich,little,3651,12,car,Good
690,690,25,male,2,own,little,little,975,15,furniture/equipment,Good
691,691,25,female,1,own,moderate,moderate,2631,15,repairs,Good
692,692,29,male,2,own,moderate,moderate,2896,24,radio/TV,Good
693,693,44,male,1,own,,little,4716,6,car,Good
694,694,28,male,2,own,little,,2284,24,radio/TV,Good
695,695,50,male,2,rent,quite rich,,1236,6,car,Good
696,696,29,male,2,own,little,moderate,1103,12,radio/TV,Good
697,697,38,female,0,own,little,,926,12,car,Good
698,698,24,male,2,own,little,,1800,18,radio/TV,Good
699,699,40,male,3,rent,little,rich,1905,15,education,Good
700,700,29,female,1,rent,quite rich,,1123,12,furniture/equipment,Bad
701,701,46,male,2,free,little,little,6331,48,car,Bad
702,702,47,female,2,free,moderate,rich,1377,24,radio/TV,Good
703,703,41,male,2,own,moderate,moderate,2503,30,business,Good
704,704,32,female,2,own,little,moderate,2528,27,business,Good
705,705,35,female,2,free,quite rich,,5324,15,car,Good
706,706,24,male,2,own,moderate,moderate,6560,48,car,Bad
707,707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,Bad
708,708,25,female,2,own,little,moderate,1206,9,radio/TV,Good
709,709,37,male,1,own,little,moderate,2118,9,radio/TV,Good
710,710,32,male,3,own,quite rich,,629,18,radio/TV,Good
711,711,35,female,2,free,little,little,1198,6,education,Bad
712,712,46,male,3,own,,,2476,21,car,Good
713,713,25,male,1,own,little,little,1138,9,radio/TV,Good
714,714,27,male,3,own,little,moderate,14027,60,car,Bad
715,715,63,male,2,own,,,7596,30,car,Good
716,716,40,male,2,own,,,3077,30,radio/TV,Good
717,717,32,male,3,free,little,,1505,18,radio/TV,Good
718,718,31,male,2,own,,rich,3148,24,radio/TV,Good
719,719,31,male,2,own,moderate,moderate,6148,20,car,Good
720,720,34,male,3,own,little,rich,1337,9,radio/TV,Bad
721,721,24,female,2,rent,rich,moderate,433,6,education,Bad
722,722,24,female,1,own,little,little,1228,12,car,Bad
723,723,66,female,1,own,quite rich,moderate,790,9,radio/TV,Good
724,724,21,female,2,rent,little,,2570,27,car,Bad
725,725,41,female,1,own,rich,,250,6,car,Good
726,726,47,male,1,own,quite rich,,1316,15,radio/TV,Good
727,727,25,female,2,rent,little,little,1882,18,radio/TV,Bad
728,728,59,female,2,rent,little,moderate,6416,48,business,Bad
729,729,36,male,2,own,rich,rich,1275,24,business,Good
730,730,33,male,2,own,little,moderate,6403,24,radio/TV,Good
731,731,21,male,1,rent,little,little,1987,24,radio/TV,Bad
732,732,44,female,1,own,little,moderate,760,8,radio/TV,Good
733,733,28,female,2,rent,rich,,2603,24,car,Good
734,734,37,female,2,own,little,,3380,4,car,Good
735,735,29,female,0,own,,moderate,3990,36,domestic appliances,Good
736,736,23,female,3,rent,little,moderate,11560,24,car,Bad
737,737,35,male,1,own,moderate,little,4380,18,car,Good
738,738,45,male,3,own,little,,6761,6,car,Good
739,739,26,female,1,rent,moderate,moderate,4280,30,business,Bad
740,740,32,male,2,own,moderate,little,2325,24,car,Good
741,741,23,male,1,own,little,moderate,1048,10,radio/TV,Good
742,742,41,male,2,own,,,3160,21,radio/TV,Good
743,743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,Good
744,744,30,male,3,own,,little,14179,39,furniture/equipment,Good
745,745,28,male,1,own,little,little,1797,13,business,Good
746,746,23,female,2,rent,little,little,2511,15,car,Good
747,747,37,female,1,own,little,little,1274,12,car,Bad
748,748,26,male,2,own,,,5248,21,car,Good
749,749,33,male,2,own,little,,3029,15,car,Good
750,750,49,female,2,own,little,little,428,6,furniture/equipment,Good
751,751,23,female,1,own,little,little,976,18,car,Bad
752,752,23,female,1,rent,moderate,moderate,841,12,business,Good
753,753,25,female,2,own,little,,5771,30,radio/TV,Good
754,754,55,male,2,free,rich,,1555,12,repairs,Bad
755,755,32,female,2,rent,,little,1285,24,car,Bad
756,756,74,male,0,own,little,rich,1299,6,car,Good
757,757,39,male,2,free,,rich,1271,15,radio/TV,Bad
758,758,31,male,2,own,little,,1393,24,car,Good
759,759,35,male,2,own,little,little,691,12,car,Bad
760,760,59,female,2,own,,,5045,15,car,Good
761,761,24,female,2,rent,little,little,2124,18,furniture/equipment,Bad
762,762,24,male,1,own,little,little,2214,12,radio/TV,Good
763,763,30,male,3,free,,,12680,21,car,Bad
764,764,27,male,2,own,moderate,,2463,24,car,Good
765,765,40,male,1,own,little,moderate,1155,12,radio/TV,Good
766,766,31,male,1,own,little,little,3108,30,furniture/equipment,Bad
767,767,31,female,2,rent,,,2901,10,car,Good
768,768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,Good
769,769,63,male,1,own,little,,1655,12,radio/TV,Good
770,770,26,female,2,rent,,little,2812,24,car,Good
771,771,25,female,3,own,little,little,8065,36,education,Bad
772,772,36,male,3,own,little,,3275,21,car,Good
773,773,52,male,2,own,moderate,,2223,24,radio/TV,Good
774,774,66,male,0,free,quite rich,rich,1480,12,car,Good
775,775,25,female,2,rent,,little,1371,24,car,Bad
776,776,37,male,2,own,little,,3535,36,car,Good
777,777,25,female,2,own,little,little,3509,18,radio/TV,Good
778,778,38,male,3,own,rich,,5711,36,car,Good
779,779,67,female,2,own,little,moderate,3872,18,repairs,Good
780,780,25,male,2,own,little,moderate,4933,39,radio/TV,Bad
781,781,60,male,2,own,rich,,1940,24,car,Good
782,782,31,male,1,own,little,moderate,1410,12,education,Good
783,783,23,female,1,own,moderate,moderate,836,12,car,Bad
784,784,60,male,3,own,,moderate,6468,20,car,Good
785,785,35,male,1,own,rich,moderate,1941,18,business,Good
786,786,40,male,2,own,quite rich,,2675,22,radio/TV,Good
787,787,38,male,2,own,,,2751,48,car,Good
788,788,50,male,2,free,little,moderate,6224,48,education,Bad
789,789,27,male,2,own,little,little,5998,40,education,Bad
790,790,39,female,2,own,little,moderate,1188,21,business,Bad
791,791,41,male,3,own,,,6313,24,car,Good
792,792,27,male,2,own,,,1221,6,furniture/equipment,Good
793,793,51,male,2,free,little,rich,2892,24,furniture/equipment,Good
794,794,32,male,2,rent,quite rich,,3062,24,furniture/equipment,Good
795,795,22,female,2,rent,moderate,,2301,9,furniture/equipment,Good
796,796,51,male,2,free,,little,7511,18,car,Bad
797,797,22,female,1,rent,little,,1258,12,furniture/equipment,Good
798,798,54,male,2,own,,,717,24,car,Good
799,799,35,male,0,own,,moderate,1549,9,car,Good
800,800,54,male,2,free,little,,1597,24,education,Good
801,801,48,female,1,rent,little,moderate,1795,18,radio/TV,Good
802,802,24,female,2,own,little,little,4272,20,furniture/equipment,Good
803,803,35,male,2,own,,,976,12,radio/TV,Good
804,804,24,female,0,rent,,moderate,7472,12,car,Good
805,805,24,male,2,own,little,little,9271,36,car,Bad
806,806,26,male,1,own,little,moderate,590,6,radio/TV,Good
807,807,65,male,2,own,,,930,12,radio/TV,Good
808,808,55,male,3,free,little,moderate,9283,42,car,Good
809,809,26,female,0,rent,little,moderate,1778,15,car,Bad
810,810,26,male,2,own,little,moderate,907,8,business,Good
811,811,28,male,1,own,little,moderate,484,6,radio/TV,Good
812,812,24,male,2,own,little,little,9629,36,car,Bad
813,813,54,male,2,own,little,little,3051,48,domestic appliances,Bad
814,814,46,male,2,free,little,little,3931,48,car,Bad
815,815,54,female,2,rent,little,moderate,7432,36,car,Good
816,816,62,male,2,own,quite rich,,1338,6,domestic appliances,Good
817,817,24,female,2,rent,little,,1554,6,radio/TV,Good
818,818,43,male,3,own,little,little,15857,36,vacation/others,Good
819,819,26,male,2,own,little,little,1345,18,radio/TV,Bad
820,820,27,male,2,own,little,,1101,12,car,Good
821,821,24,male,2,own,little,rich,3016,12,radio/TV,Good
822,822,41,male,2,own,little,little,2712,36,furniture/equipment,Bad
823,823,47,male,1,own,little,little,731,8,car,Good
824,824,35,male,3,own,little,,3780,18,furniture/equipment,Good
825,825,30,male,2,own,little,little,1602,21,car,Good
826,826,33,female,2,rent,little,little,3966,18,car,Bad
827,827,36,male,2,own,little,,4165,18,business,Bad
828,828,47,male,2,free,,little,8335,36,car,Bad
829,829,38,male,2,free,,moderate,6681,48,business,Good
830,830,44,male,2,own,quite rich,,2375,24,business,Good
831,831,23,female,2,rent,little,little,1216,18,car,Bad
832,832,29,male,2,rent,little,little,11816,45,business,Bad
833,833,42,female,2,own,,moderate,5084,24,radio/TV,Good
834,834,25,female,1,own,little,rich,2327,15,radio/TV,Bad
835,835,48,male,2,own,little,little,1082,12,car,Bad
836,836,21,female,2,own,,,886,12,radio/TV,Good
837,837,23,female,1,rent,little,,601,4,furniture/equipment,Good
838,838,63,male,2,own,little,little,2957,24,car,Good
839,839,46,male,2,own,little,,2611,24,radio/TV,Good
840,840,29,male,2,own,little,little,5179,36,furniture/equipment,Bad
841,841,28,male,1,own,little,,2993,21,car,Good
842,842,23,female,2,own,little,,1943,18,repairs,Bad
843,843,50,male,2,own,little,,1559,24,business,Good
844,844,47,male,2,own,little,,3422,18,furniture/equipment,Good
845,845,35,male,2,own,,moderate,3976,21,furniture/equipment,Good
846,846,68,male,2,rent,,,6761,18,car,Bad
847,847,28,male,2,own,little,,1249,24,car,Good
848,848,59,male,2,own,little,little,1364,9,radio/TV,Good
849,849,57,male,1,own,little,little,709,12,radio/TV,Bad
850,850,33,male,2,rent,little,little,2235,20,car,Bad
851,851,43,male,2,own,,,4042,24,car,Good
852,852,35,male,2,free,little,,1471,15,radio/TV,Good
853,853,32,male,1,free,little,little,1442,18,car,Bad
854,854,45,male,2,own,little,,10875,36,car,Good
855,855,33,male,2,own,moderate,,1474,24,car,Good
856,856,40,female,2,own,,,894,10,education,Good
857,857,28,male,2,free,little,,3343,15,furniture/equipment,Good
858,858,29,female,2,own,little,little,3959,15,car,Bad
859,859,26,male,2,rent,moderate,,3577,9,car,Good
860,860,27,male,2,own,rich,,5804,24,car,Good
861,861,28,male,2,own,little,,2169,18,business,Bad
862,862,35,female,2,own,little,little,2439,24,radio/TV,Bad
863,863,32,male,1,own,rich,,4526,27,furniture/equipment,Good
864,864,25,male,1,rent,little,,2210,10,furniture/equipment,Bad
865,865,20,female,2,rent,quite rich,,2221,15,furniture/equipment,Good
866,866,27,female,2,own,little,little,2389,18,radio/TV,Good
867,867,42,male,2,own,little,,3331,12,furniture/equipment,Good
868,868,37,male,2,own,,,7409,36,business,Good
869,869,24,female,2,rent,little,little,652,12,furniture/equipment,Good
870,870,40,female,2,own,quite rich,,7678,36,furniture/equipment,Good
871,871,46,male,2,own,little,rich,1343,6,car,Good
872,872,26,male,2,own,moderate,little,1382,24,business,Good
873,873,24,female,2,own,,,874,15,domestic appliances,Good
874,874,29,male,1,own,little,little,3590,12,furniture/equipment,Good
875,875,40,female,2,own,rich,moderate,1322,11,car,Good
876,876,36,male,3,free,little,little,1940,18,radio/TV,Good
877,877,28,male,2,own,little,,3595,36,radio/TV,Good
878,878,27,male,3,free,little,little,1422,9,car,Bad
879,879,36,male,2,own,,,6742,30,radio/TV,Good
880,880,38,male,3,own,little,,7814,24,car,Good
881,881,48,male,2,free,,,9277,24,car,Good
882,882,36,male,2,own,,moderate,2181,30,car,Good
883,883,65,female,0,own,little,,1098,18,radio/TV,Good
884,884,43,male,2,own,little,moderate,4057,24,furniture/equipment,Bad
885,885,53,female,2,own,little,little,795,12,education,Bad
886,886,34,male,2,own,,moderate,2825,24,business,Good
887,887,23,male,2,own,little,moderate,15672,48,business,Bad
888,888,34,male,3,own,little,,6614,36,car,Good
889,889,40,male,2,rent,,,7824,28,car,Good
890,890,43,male,3,own,little,little,2442,27,business,Good
891,891,46,male,2,own,little,,1829,15,radio/TV,Good
892,892,38,male,1,own,little,little,2171,12,car,Good
893,893,34,male,2,own,little,moderate,5800,36,car,Good
894,894,29,male,2,own,,,1169,18,radio/TV,Good
895,895,31,male,3,own,,,8947,36,car,Good
896,896,28,female,3,rent,little,little,2606,21,radio/TV,Good
897,897,35,female,2,own,rich,,1592,12,furniture/equipment,Good
898,898,33,female,1,rent,,,2186,15,furniture/equipment,Good
899,899,42,male,2,own,little,little,4153,18,furniture/equipment,Bad
900,900,43,male,2,rent,little,little,2625,16,car,Bad
901,901,44,male,2,own,,,3485,20,car,Good
902,902,42,male,2,free,,,10477,36,car,Good
903,903,40,male,2,rent,,,1386,15,radio/TV,Good
904,904,36,male,3,own,little,,1278,24,radio/TV,Good
905,905,20,male,3,rent,little,little,1107,12,radio/TV,Good
906,906,24,male,1,own,,little,3763,21,car,Good
907,907,27,male,2,own,,moderate,3711,36,education,Good
908,908,46,female,1,own,little,,3594,15,car,Good
909,909,33,female,1,own,,moderate,3195,9,car,Good
910,910,34,female,2,own,little,,4454,36,radio/TV,Good
911,911,25,female,1,own,little,moderate,4736,24,furniture/equipment,Bad
912,912,25,female,2,own,,moderate,2991,30,radio/TV,Good
913,913,28,male,2,own,rich,,2142,11,business,Good
914,914,31,male,2,rent,little,little,3161,24,business,Bad
915,915,32,female,3,own,little,moderate,18424,48,vacation/others,Bad
916,916,32,male,2,own,moderate,,2848,10,car,Good
917,917,68,male,3,own,little,little,14896,6,car,Bad
918,918,33,male,2,own,moderate,little,2359,24,furniture/equipment,Bad
919,919,39,male,3,rent,little,little,3345,24,furniture/equipment,Bad
920,920,28,female,2,own,little,,1817,18,furniture/equipment,Good
921,921,37,male,3,own,quite rich,,12749,48,radio/TV,Good
922,922,22,female,2,rent,little,little,1366,9,radio/TV,Bad
923,923,30,male,2,rent,little,moderate,2002,12,car,Good
924,924,55,male,2,own,little,little,6872,24,furniture/equipment,Bad
925,925,46,male,2,own,little,little,697,12,car,Bad
926,926,21,female,2,rent,little,little,1049,18,furniture/equipment,Good
927,927,39,male,2,free,little,little,10297,48,car,Bad
928,928,58,male,2,own,,,1867,30,radio/TV,Good
929,929,43,male,1,own,little,little,1344,12,car,Good
930,930,24,male,1,own,little,little,1747,24,furniture/equipment,Good
931,931,22,female,2,own,little,moderate,1670,9,radio/TV,Bad
932,932,30,male,2,own,little,,1224,9,car,Good
933,933,42,male,2,own,quite rich,,522,12,radio/TV,Good
934,934,23,female,2,own,little,little,1498,12,radio/TV,Good
935,935,30,male,3,own,moderate,moderate,1919,30,radio/TV,Bad
936,936,28,female,1,own,little,rich,745,9,radio/TV,Bad
937,937,30,male,3,rent,little,moderate,2063,6,radio/TV,Good
938,938,42,male,2,free,little,moderate,6288,60,education,Bad
939,939,46,male,3,own,,,6842,24,car,Good
940,940,45,male,3,own,,,3527,12,car,Good
941,941,31,male,1,own,little,,1546,10,car,Good
942,942,31,male,2,own,,,929,24,furniture/equipment,Good
943,943,42,male,1,own,little,,1455,4,car,Good
944,944,46,female,2,rent,little,little,1845,15,furniture/equipment,Good
945,945,30,female,2,own,quite rich,moderate,8358,48,car,Good
946,946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,Bad
947,947,38,male,3,own,,,2859,12,car,Good
948,948,43,male,1,own,little,,1533,18,furniture/equipment,Bad
949,949,31,male,2,own,moderate,,3621,24,radio/TV,Bad
950,950,40,male,0,own,little,moderate,3590,18,business,Good
951,951,24,male,2,own,little,little,2145,36,business,Bad
952,952,28,female,2,rent,quite rich,moderate,4113,24,car,Bad
